date;code;sick;healed;died
2021-03-31;MOW;1026740;944738;16656
2021-03-30;MOW;1025454;943201;16603
2021-03-29;MOW;1024163;942036;16547
2021-03-28;MOW;1022551;941192;16498
2021-03-27;MOW;1020673;940041;16446
2021-03-26;MOW;1019122;938673;16392
2021-03-25;MOW;1017309;937122;16337
2021-03-24;MOW;1015522;935400;16288
2021-03-23;MOW;1014091;933807;16235
2021-03-22;MOW;1013049;932428;16184
2021-03-21;MOW;1011463;931296;16128
2021-03-20;MOW;1009952;929925;16078
2021-03-19;MOW;1008224;928156;16024
2021-03-18;MOW;1006415;926254;15973
2021-03-17;MOW;1004481;924494;15925
2021-03-16;MOW;1003280;922899;15872
2021-03-15;MOW;1001747;921424;15815
2021-03-14;MOW;1000394;920388;15764
2021-03-13;MOW;998489;919278;15709
2021-03-12;MOW;996889;917809;15657
2021-03-11;MOW;995279;916204;15601
2021-03-10;MOW;993998;914626;15547
2021-03-09;MOW;992882;913173;15496
2021-03-08;MOW;991816;912146;15447
2021-03-07;MOW;990395;911109;15394
2021-03-06;MOW;988861;909692;15347
2021-03-05;MOW;987041;907770;15297
2021-03-04;MOW;985284;905521;15243
2021-03-03;MOW;983134;903100;15192
2021-03-02;MOW;981850;901035;15146
2021-03-01;MOW;980573;899239;15097
2021-03-31;SPE;394631;347480;12270
2021-03-30;SPE;393916;346502;12233
2021-03-29;SPE;393197;345441;12197
2021-03-28;SPE;392500;344728;12167
2021-03-27;SPE;391799;343948;12134
2021-03-26;SPE;391050;342756;12102
2021-03-25;SPE;390268;341141;12066
2021-03-24;SPE;389464;339868;12029
2021-03-23;SPE;388657;339163;11994
2021-03-22;SPE;387845;337800;11952
2021-03-21;SPE;386980;337555;11917
2021-03-20;SPE;386099;337264;11880
2021-03-19;SPE;385200;336191;11844
2021-03-18;SPE;384279;334164;11806
2021-03-17;SPE;383361;332123;11773
2021-03-16;SPE;382434;331126;11743
2021-03-15;SPE;381518;329952;11701
2021-03-14;SPE;380585;329268;11656
2021-03-13;SPE;379648;328427;11619
2021-03-12;SPE;378705;326101;11573
2021-03-11;SPE;377748;323240;11527
2021-03-10;SPE;376787;320435;11487
2021-03-09;SPE;375828;317686;11435
2021-03-08;SPE;374887;316314;11393
2021-03-07;SPE;373931;314903;11350
2021-03-06;SPE;372963;313501;11313
2021-03-05;SPE;371988;310751;11274
2021-03-04;SPE;371005;308160;11248
2021-03-03;SPE;370019;305551;11200
2021-03-02;SPE;369057;302916;11161
2021-03-01;SPE;368120;300257;11112
2021-03-31;MOS;232261;190628;5441
2021-03-30;MOS;231677;190173;5428
2021-03-29;MOS;231121;189684;5414
2021-03-28;MOS;230526;189259;5403
2021-03-27;MOS;229916;188849;5392
2021-03-26;MOS;229330;188368;5375
2021-03-25;MOS;228771;187891;5357
2021-03-24;MOS;228231;187386;5320
2021-03-23;MOS;227696;186884;5296
2021-03-22;MOS;227183;186283;5280
2021-03-21;MOS;226537;185744;5259
2021-03-20;MOS;225889;185173;5233
2021-03-19;MOS;225238;184628;5210
2021-03-18;MOS;224633;184058;5185
2021-03-17;MOS;224096;183489;5158
2021-03-16;MOS;223660;182984;5129
2021-03-15;MOS;223095;182485;5099
2021-03-14;MOS;222468;182035;5067
2021-03-13;MOS;221863;181624;5046
2021-03-12;MOS;221254;181195;5016
2021-03-11;MOS;220778;180752;4991
2021-03-10;MOS;220420;180332;4963
2021-03-09;MOS;220129;179710;4932
2021-03-08;MOS;219606;179118;4901
2021-03-07;MOS;218860;178563;4872
2021-03-06;MOS;218087;178016;4844
2021-03-05;MOS;217341;177414;4809
2021-03-04;MOS;216591;176894;4777
2021-03-03;MOS;215898;176307;4748
2021-03-02;MOS;215207;175711;4715
2021-03-01;MOS;214590;175136;4681
2021-03-31;NIZ;107452;101555;2847
2021-03-30;NIZ;107169;101205;2833
2021-03-29;NIZ;106892;100852;2824
2021-03-28;NIZ;106601;100481;2813
2021-03-27;NIZ;106315;100104;2801
2021-03-26;NIZ;105987;99723;2792
2021-03-25;NIZ;105661;99343;2782
2021-03-24;NIZ;105330;98962;2771
2021-03-23;NIZ;105002;98578;2758
2021-03-22;NIZ;104667;98189;2746
2021-03-21;NIZ;104328;97791;2732
2021-03-20;NIZ;103982;97412;2717
2021-03-19;NIZ;103630;97015;2706
2021-03-18;NIZ;103282;96575;2693
2021-03-17;NIZ;102933;96176;2678
2021-03-16;NIZ;102581;95774;2663
2021-03-15;NIZ;102233;95365;2650
2021-03-14;NIZ;101880;94958;2639
2021-03-13;NIZ;101515;94543;2626
2021-03-12;NIZ;101148;94124;2613
2021-03-11;NIZ;100773;93704;2598
2021-03-10;NIZ;100397;93282;2583
2021-03-09;NIZ;100019;92857;2573
2021-03-08;NIZ;99646;92430;2562
2021-03-07;NIZ;99264;91983;2551
2021-03-06;NIZ;98881;91528;2538
2021-03-05;NIZ;98495;91098;2522
2021-03-04;NIZ;98111;90654;2507
2021-03-03;NIZ;97726;90126;2497
2021-03-02;NIZ;97338;89688;2485
2021-03-01;NIZ;96955;89263;2473
2021-03-31;SVE;82516;75855;2735
2021-03-30;SVE;82387;75711;2726
2021-03-29;SVE;82251;75563;2715
2021-03-28;SVE;82108;75407;2706
2021-03-27;SVE;81969;75257;2696
2021-03-26;SVE;81827;75102;2684
2021-03-25;SVE;81694;74956;2673
2021-03-24;SVE;81557;74807;2663
2021-03-23;SVE;81417;74657;2650
2021-03-22;SVE;81270;74499;2638
2021-03-21;SVE;81118;74334;2624
2021-03-20;SVE;80961;74165;2612
2021-03-19;SVE;80800;73992;2599
2021-03-18;SVE;80648;73828;2584
2021-03-17;SVE;80482;73651;2567
2021-03-16;SVE;80313;73471;2553
2021-03-15;SVE;80153;73298;2541
2021-03-14;SVE;79982;73116;2532
2021-03-13;SVE;79818;72941;2522
2021-03-12;SVE;79658;72771;2510
2021-03-11;SVE;79506;72599;2497
2021-03-10;SVE;79347;72429;2487
2021-03-09;SVE;79197;72267;2475
2021-03-08;SVE;79041;72101;2466
2021-03-07;SVE;78865;71912;2456
2021-03-06;SVE;78691;71726;2445
2021-03-05;SVE;78514;71536;2433
2021-03-04;SVE;78346;71356;2422
2021-03-03;SVE;78181;71181;2409
2021-03-02;SVE;78022;71009;2397
2021-03-01;SVE;77869;70845;2387
2021-03-31;ROS;80836;72661;3577
2021-03-30;ROS;80597;72398;3553
2021-03-29;ROS;80357;72127;3533
2021-03-28;ROS;80115;71867;3521
2021-03-27;ROS;79872;71606;3508
2021-03-26;ROS;79628;71332;3484
2021-03-25;ROS;79386;71061;3464
2021-03-24;ROS;79149;70794;3447
2021-03-23;ROS;78911;70522;3425
2021-03-22;ROS;78672;70254;3414
2021-03-21;ROS;78432;69991;3400
2021-03-20;ROS;78189;69742;3390
2021-03-19;ROS;77948;69457;3369
2021-03-18;ROS;77706;69187;3357
2021-03-17;ROS;77466;68913;3329
2021-03-16;ROS;77225;68564;3320
2021-03-15;ROS;76979;68218;3315
2021-03-14;ROS;76731;67868;3308
2021-03-13;ROS;76486;67516;3307
2021-03-12;ROS;76240;67168;3282
2021-03-11;ROS;75997;66819;3260
2021-03-10;ROS;75748;66478;3242
2021-03-09;ROS;75490;66189;3229
2021-03-08;ROS;75228;65916;3227
2021-03-07;ROS;74960;65621;3220
2021-03-06;ROS;74688;65324;3218
2021-03-05;ROS;74418;65018;3198
2021-03-04;ROS;74145;64704;3180
2021-03-03;ROS;73874;64393;3158
2021-03-02;ROS;73597;64091;3129
2021-03-01;ROS;73315;63772;3115
2021-03-31;KYA;66784;61816;3162
2021-03-30;KYA;66662;61699;3152
2021-03-29;KYA;66539;61583;3141
2021-03-28;KYA;66414;61469;3131
2021-03-27;KYA;66290;61354;3120
2021-03-26;KYA;66165;61238;3107
2021-03-25;KYA;66038;61120;3095
2021-03-24;KYA;65910;61003;3082
2021-03-23;KYA;65784;60889;3072
2021-03-22;KYA;65656;60774;3061
2021-03-21;KYA;65530;60658;3051
2021-03-20;KYA;65403;60541;3039
2021-03-19;KYA;65273;60423;3029
2021-03-18;KYA;65144;60302;3017
2021-03-17;KYA;65013;60183;3006
2021-03-16;KYA;64881;60063;2994
2021-03-15;KYA;64747;59942;2984
2021-03-14;KYA;64614;59807;2972
2021-03-13;KYA;64479;59676;2960
2021-03-12;KYA;64342;59535;2949
2021-03-11;KYA;64203;59400;2937
2021-03-10;KYA;64065;59269;2924
2021-03-09;KYA;63925;59139;2910
2021-03-08;KYA;63784;59000;2899
2021-03-07;KYA;63640;58860;2887
2021-03-06;KYA;63493;58724;2873
2021-03-05;KYA;63343;58585;2860
2021-03-04;KYA;63192;58441;2848
2021-03-03;KYA;63038;58298;2833
2021-03-02;KYA;62882;58150;2820
2021-03-01;KYA;62723;58000;2808
2021-03-31;VOR;75155;69769;2401
2021-03-30;VOR;74951;69565;2389
2021-03-29;VOR;74744;69364;2375
2021-03-28;VOR;74539;69185;2375
2021-03-27;VOR;74330;68971;2370
2021-03-26;VOR;74118;68744;2359
2021-03-25;VOR;73909;68514;2340
2021-03-24;VOR;73698;68288;2324
2021-03-23;VOR;73490;68057;2317
2021-03-22;VOR;73281;67817;2302
2021-03-21;VOR;73077;67579;2282
2021-03-20;VOR;72872;67337;2261
2021-03-19;VOR;72665;67091;2239
2021-03-18;VOR;72459;66850;2216
2021-03-17;VOR;72248;66605;2194
2021-03-16;VOR;72033;66363;2170
2021-03-15;VOR;71814;66126;2151
2021-03-14;VOR;71588;65897;2130
2021-03-13;VOR;71356;65644;2108
2021-03-12;VOR;71115;65375;2084
2021-03-11;VOR;70872;65104;2062
2021-03-10;VOR;70625;64827;2042
2021-03-09;VOR;70371;64554;2028
2021-03-08;VOR;70111;64265;2015
2021-03-07;VOR;69845;63980;2002
2021-03-06;VOR;69574;63678;1989
2021-03-05;VOR;69299;63335;1971
2021-03-04;VOR;69020;62995;1953
2021-03-03;VOR;68737;62663;1936
2021-03-02;VOR;68451;62342;1920
2021-03-01;VOR;68160;62037;1906
2021-03-31;ARK;59687;55265;825
2021-03-30;ARK;59607;55176;824
2021-03-29;ARK;59526;55090;821
2021-03-28;ARK;59447;55007;819
2021-03-27;ARK;59365;54894;816
2021-03-26;ARK;59285;54778;813
2021-03-25;ARK;59205;54660;810
2021-03-24;ARK;59124;54546;805
2021-03-23;ARK;59041;54436;801
2021-03-22;ARK;58957;54324;796
2021-03-21;ARK;58872;54214;789
2021-03-20;ARK;58785;54099;782
2021-03-19;ARK;58697;53979;777
2021-03-18;ARK;58607;53866;771
2021-03-17;ARK;58516;53836;766
2021-03-16;ARK;58422;53703;759
2021-03-15;ARK;58329;53570;753
2021-03-14;ARK;58235;53448;748
2021-03-13;ARK;58140;53317;743
2021-03-12;ARK;58043;53153;738
2021-03-11;ARK;57945;52990;723
2021-03-10;ARK;57840;52829;718
2021-03-09;ARK;57726;52654;708
2021-03-08;ARK;57611;52459;703
2021-03-07;ARK;57493;52258;698
2021-03-06;ARK;57376;52034;693
2021-03-05;ARK;57258;51804;693
2021-03-04;ARK;57138;51575;677
2021-03-03;ARK;57017;51357;662
2021-03-02;ARK;56900;51159;662
2021-03-01;ARK;56781;50984;645
2021-03-31;KHM;54175;52662;782
2021-03-30;KHM;54104;52583;781
2021-03-29;KHM;54029;52503;781
2021-03-28;KHM;53956;52437;781
2021-03-27;KHM;53880;52370;781
2021-03-26;KHM;53801;52285;781
2021-03-25;KHM;53720;52197;780
2021-03-24;KHM;53638;52109;780
2021-03-23;KHM;53556;52016;780
2021-03-22;KHM;53478;51936;779
2021-03-21;KHM;53401;51851;777
2021-03-20;KHM;53322;51764;776
2021-03-19;KHM;53240;51652;776
2021-03-18;KHM;53159;51531;776
2021-03-17;KHM;53074;51388;775
2021-03-16;KHM;52987;51284;774
2021-03-15;KHM;52903;51166;774
2021-03-14;KHM;52823;51066;772
2021-03-13;KHM;52738;50965;771
2021-03-12;KHM;52650;50832;767
2021-03-11;KHM;52559;50712;765
2021-03-10;KHM;52466;50530;762
2021-03-09;KHM;52376;50403;760
2021-03-08;KHM;52284;50318;760
2021-03-07;KHM;52187;50225;759
2021-03-06;KHM;52086;50127;758
2021-03-05;KHM;51982;50022;756
2021-03-04;KHM;51875;49879;756
2021-03-03;KHM;51772;49695;754
2021-03-02;KHM;51673;49584;752
2021-03-01;KHM;51569;49444;748
2021-03-31;IRK;61581;58655;2010
2021-03-30;IRK;61413;58468;2002
2021-03-29;IRK;61247;58279;1994
2021-03-28;IRK;61078;58198;1987
2021-03-27;IRK;60904;57999;1979
2021-03-26;IRK;60735;57798;1971
2021-03-25;IRK;60562;57605;1964
2021-03-24;IRK;60384;57424;1955
2021-03-23;IRK;60209;57260;1952
2021-03-22;IRK;60029;57129;1944
2021-03-21;IRK;59847;57088;1937
2021-03-20;IRK;59662;56932;1929
2021-03-19;IRK;59478;56768;1922
2021-03-18;IRK;59297;56636;1914
2021-03-17;IRK;59111;56524;1906
2021-03-16;IRK;58923;56426;1899
2021-03-15;IRK;58733;56369;1891
2021-03-14;IRK;58540;56340;1883
2021-03-13;IRK;58345;56243;1876
2021-03-12;IRK;58146;55941;1868
2021-03-11;IRK;57950;55660;1861
2021-03-10;IRK;57752;55362;1854
2021-03-09;IRK;57550;55006;1846
2021-03-08;IRK;57346;54778;1839
2021-03-07;IRK;57139;54490;1832
2021-03-06;IRK;56938;54186;1826
2021-03-05;IRK;56733;53857;1819
2021-03-04;IRK;56530;53495;1813
2021-03-03;IRK;56325;53180;1806
2021-03-02;IRK;56115;52916;1798
2021-03-01;IRK;55891;52603;1790
2021-03-31;ULY;50824;47488;969
2021-03-30;ULY;50726;47385;963
2021-03-29;ULY;50625;47284;959
2021-03-28;ULY;50523;47186;959
2021-03-27;ULY;50423;47068;951
2021-03-26;ULY;50321;46952;943
2021-03-25;ULY;50222;46842;935
2021-03-24;ULY;50122;46736;933
2021-03-23;ULY;50023;46635;928
2021-03-22;ULY;49923;46531;922
2021-03-21;ULY;49821;46430;922
2021-03-20;ULY;49718;46324;922
2021-03-19;ULY;49618;46214;922
2021-03-18;ULY;49519;46110;914
2021-03-17;ULY;49417;46011;906
2021-03-16;ULY;49317;45908;898
2021-03-15;ULY;49216;45810;890
2021-03-14;ULY;49114;45722;890
2021-03-13;ULY;49010;45621;882
2021-03-12;ULY;48908;45504;877
2021-03-11;ULY;48807;45391;866
2021-03-10;ULY;48704;45280;866
2021-03-09;ULY;48600;45171;857
2021-03-08;ULY;48498;45059;857
2021-03-07;ULY;48395;44951;849
2021-03-06;ULY;48290;44840;849
2021-03-05;ULY;48189;44723;846
2021-03-04;ULY;48089;44608;838
2021-03-03;ULY;47986;44496;830
2021-03-02;ULY;47885;44387;822
2021-03-01;ULY;47786;44284;814
2021-03-31;MUR;49068;46965;1080
2021-03-30;MUR;48996;46940;1076
2021-03-29;MUR;48923;46917;1073
2021-03-28;MUR;48849;46902;1070
2021-03-27;MUR;48773;46870;1067
2021-03-26;MUR;48698;46836;1063
2021-03-25;MUR;48624;46801;1059
2021-03-24;MUR;48548;46769;1055
2021-03-23;MUR;48473;46741;1052
2021-03-22;MUR;48399;46722;1048
2021-03-21;MUR;48324;46706;1045
2021-03-20;MUR;48248;46672;1042
2021-03-19;MUR;48174;46645;1039
2021-03-18;MUR;48099;46614;1034
2021-03-17;MUR;48023;46589;1030
2021-03-16;MUR;47948;46566;1025
2021-03-15;MUR;47874;46546;1020
2021-03-14;MUR;47801;46514;1016
2021-03-13;MUR;47726;46475;1012
2021-03-12;MUR;47654;46433;1005
2021-03-11;MUR;47584;46377;999
2021-03-10;MUR;47513;46312;993
2021-03-09;MUR;47440;46260;988
2021-03-08;MUR;47365;46210;985
2021-03-07;MUR;47291;46132;982
2021-03-06;MUR;47218;46022;977
2021-03-05;MUR;47143;45872;971
2021-03-04;MUR;47073;45691;964
2021-03-03;MUR;47004;45525;957
2021-03-02;MUR;46929;45372;951
2021-03-01;MUR;46846;45221;946
2021-03-31;VGG;53623;51314;955
2021-03-30;VGG;53512;51205;950
2021-03-29;VGG;53398;51092;945
2021-03-28;VGG;53281;50982;940
2021-03-27;VGG;53159;50868;935
2021-03-26;VGG;53040;50752;930
2021-03-25;VGG;52920;50642;924
2021-03-24;VGG;52799;50518;918
2021-03-23;VGG;52675;50395;913
2021-03-22;VGG;52549;50273;907
2021-03-21;VGG;52420;50153;902
2021-03-20;VGG;52287;50028;896
2021-03-19;VGG;52156;49900;891
2021-03-18;VGG;52029;49777;885
2021-03-17;VGG;51897;49648;881
2021-03-16;VGG;51769;49523;875
2021-03-15;VGG;51638;49396;869
2021-03-14;VGG;51505;49272;862
2021-03-13;VGG;51371;49144;858
2021-03-12;VGG;51234;49013;851
2021-03-11;VGG;51099;48883;844
2021-03-10;VGG;50961;48750;837
2021-03-09;VGG;50820;48603;831
2021-03-08;VGG;50675;48477;826
2021-03-07;VGG;50527;48338;819
2021-03-06;VGG;50375;48194;813
2021-03-05;VGG;50219;48042;806
2021-03-04;VGG;50065;47892;800
2021-03-03;VGG;49904;47737;793
2021-03-02;VGG;49735;47572;787
2021-03-01;VGG;49558;47391;780
2021-03-31;SAR;54784;49483;815
2021-03-30;SAR;54632;49325;809
2021-03-29;SAR;54478;49164;803
2021-03-28;SAR;54322;49001;798
2021-03-27;SAR;54168;48836;793
2021-03-26;SAR;54011;48661;787
2021-03-25;SAR;53853;48522;781
2021-03-24;SAR;53692;48363;775
2021-03-23;SAR;53533;48205;769
2021-03-22;SAR;53371;48093;764
2021-03-21;SAR;53207;47968;757
2021-03-20;SAR;53042;47825;751
2021-03-19;SAR;52875;47660;746
2021-03-18;SAR;52704;47482;742
2021-03-17;SAR;52536;47317;735
2021-03-16;SAR;52370;47149;729
2021-03-15;SAR;52205;46979;725
2021-03-14;SAR;52039;46845;720
2021-03-13;SAR;51870;46684;714
2021-03-12;SAR;51698;46521;707
2021-03-11;SAR;51527;46369;700
2021-03-10;SAR;51354;46224;695
2021-03-09;SAR;51182;46103;687
2021-03-08;SAR;51007;45972;680
2021-03-07;SAR;50828;45821;674
2021-03-06;SAR;50645;45667;668
2021-03-05;SAR;50459;45499;663
2021-03-04;SAR;50270;45361;659
2021-03-03;SAR;50083;45197;654
2021-03-02;SAR;49895;45040;649
2021-03-01;SAR;49705;44877;644
2021-03-31;STA;50442;47472;1227
2021-03-30;STA;50364;47351;1223
2021-03-29;STA;50295;47203;1219
2021-03-28;STA;50242;47146;1217
2021-03-27;STA;50143;47057;1213
2021-03-26;STA;50029;46921;1210
2021-03-25;STA;49894;46773;1206
2021-03-24;STA;49787;46660;1203
2021-03-23;STA;49667;46551;1198
2021-03-22;STA;49586;46295;1193
2021-03-21;STA;49475;46254;1189
2021-03-20;STA;49360;46170;1185
2021-03-19;STA;49234;45993;1180
2021-03-18;STA;49112;45850;1175
2021-03-17;STA;48987;45644;1170
2021-03-16;STA;48870;45476;1165
2021-03-15;STA;48807;45322;1159
2021-03-14;STA;48709;45263;1154
2021-03-13;STA;48597;45156;1148
2021-03-12;STA;48471;45023;1142
2021-03-11;STA;48358;44899;1138
2021-03-10;STA;48289;44734;1132
2021-03-09;STA;48232;44441;1126
2021-03-08;STA;48170;44424;1122
2021-03-07;STA;48104;44360;1117
2021-03-06;STA;47984;44261;1112
2021-03-05;STA;47849;44077;1106
2021-03-04;STA;47695;43810;1100
2021-03-03;STA;47575;43619;1095
2021-03-02;STA;47482;43434;1089
2021-03-01;STA;47388;43225;1083
2021-03-31;KHA;50641;48230;346
2021-03-30;KHA;50598;48172;344
2021-03-29;KHA;50552;48116;342
2021-03-28;KHA;50502;48085;340
2021-03-27;KHA;50451;48021;339
2021-03-26;KHA;50396;47953;339
2021-03-25;KHA;50334;47884;339
2021-03-24;KHA;50269;47812;337
2021-03-23;KHA;50208;47745;335
2021-03-22;KHA;50149;47682;332
2021-03-21;KHA;50094;47622;329
2021-03-20;KHA;50042;47566;327
2021-03-19;KHA;49984;47502;325
2021-03-18;KHA;49924;47436;322
2021-03-17;KHA;49867;47374;319
2021-03-16;KHA;49813;47309;317
2021-03-15;KHA;49757;47242;314
2021-03-14;KHA;49706;47176;312
2021-03-13;KHA;49656;47111;310
2021-03-12;KHA;49602;47041;308
2021-03-11;KHA;49543;46972;306
2021-03-10;KHA;49486;46904;304
2021-03-09;KHA;49434;46837;302
2021-03-08;KHA;49381;46763;300
2021-03-07;KHA;49330;46691;298
2021-03-06;KHA;49276;46615;296
2021-03-05;KHA;49220;46536;294
2021-03-04;KHA;49170;46446;292
2021-03-03;KHA;49118;46345;290
2021-03-02;KHA;49059;46234;288
2021-03-01;KHA;48997;46118;286
2021-03-31;CHE;55396;50488;1222
2021-03-30;CHE;55265;50293;1213
2021-03-29;CHE;55132;50123;1205
2021-03-28;CHE;54998;49924;1200
2021-03-27;CHE;54863;49746;1193
2021-03-26;CHE;54727;49585;1189
2021-03-25;CHE;54592;49421;1184
2021-03-24;CHE;54456;49234;1177
2021-03-23;CHE;54319;49023;1169
2021-03-22;CHE;54181;48790;1161
2021-03-21;CHE;54042;48541;1154
2021-03-20;CHE;53902;48287;1148
2021-03-19;CHE;53761;48046;1141
2021-03-18;CHE;53623;47811;1132
2021-03-17;CHE;53487;47596;1125
2021-03-16;CHE;53350;47399;1117
2021-03-15;CHE;53210;47221;1108
2021-03-14;CHE;53072;47069;1098
2021-03-13;CHE;52933;46916;1091
2021-03-12;CHE;52792;46761;1083
2021-03-11;CHE;52650;46605;1074
2021-03-10;CHE;52505;46447;1067
2021-03-09;CHE;52356;46287;1059
2021-03-08;CHE;52204;46125;1053
2021-03-07;CHE;52051;45956;1048
2021-03-06;CHE;51895;45785;1041
2021-03-05;CHE;51736;45611;1035
2021-03-04;CHE;51571;45435;1027
2021-03-03;CHE;51400;45256;1020
2021-03-02;CHE;51220;45074;1014
2021-03-01;CHE;51028;44886;1009
2021-03-31;ALT;47137;42198;1832
2021-03-30;ALT;47039;42079;1812
2021-03-29;ALT;46938;41946;1795
2021-03-28;ALT;46835;41875;1786
2021-03-27;ALT;46729;41790;1774
2021-03-26;ALT;46620;41670;1760
2021-03-25;ALT;46510;41576;1753
2021-03-24;ALT;46403;41464;1745
2021-03-23;ALT;46295;41356;1733
2021-03-22;ALT;46188;41231;1726
2021-03-21;ALT;46079;41166;1714
2021-03-20;ALT;45968;41065;1705
2021-03-19;ALT;45855;40981;1694
2021-03-18;ALT;45743;40869;1685
2021-03-17;ALT;45629;40734;1676
2021-03-16;ALT;45512;40617;1664
2021-03-15;ALT;45397;40499;1649
2021-03-14;ALT;45282;40437;1633
2021-03-13;ALT;45165;40373;1618
2021-03-12;ALT;45045;40334;1604
2021-03-11;ALT;44926;40269;1589
2021-03-10;ALT;44805;40144;1573
2021-03-09;ALT;44681;40040;1563
2021-03-08;ALT;44559;40003;1563
2021-03-07;ALT;44436;39933;1563
2021-03-06;ALT;44310;39865;1563
2021-03-05;ALT;44183;39757;1553
2021-03-04;ALT;44054;39635;1543
2021-03-03;ALT;43926;39257;1532
2021-03-02;ALT;43797;39102;1522
2021-03-01;ALT;43666;38979;1511
2021-03-31;YAN;37991;36554;407
2021-03-30;YAN;37969;36525;407
2021-03-29;YAN;37946;36490;407
2021-03-28;YAN;37922;36463;407
2021-03-27;YAN;37899;36438;407
2021-03-26;YAN;37875;36397;406
2021-03-25;YAN;37850;36358;406
2021-03-24;YAN;37826;36323;406
2021-03-23;YAN;37801;36292;406
2021-03-22;YAN;37775;36257;405
2021-03-21;YAN;37751;36218;405
2021-03-20;YAN;37726;36187;404
2021-03-19;YAN;37702;36150;404
2021-03-18;YAN;37677;36118;404
2021-03-17;YAN;37651;36070;404
2021-03-16;YAN;37624;36021;404
2021-03-15;YAN;37598;35963;404
2021-03-14;YAN;37571;35912;404
2021-03-13;YAN;37543;35859;403
2021-03-12;YAN;37514;35792;403
2021-03-11;YAN;37487;35743;403
2021-03-10;YAN;37457;35696;403
2021-03-09;YAN;37426;35645;403
2021-03-08;YAN;37392;35596;403
2021-03-07;YAN;37356;35545;403
2021-03-06;YAN;37321;35488;403
2021-03-05;YAN;37285;35424;403
2021-03-04;YAN;37251;35363;402
2021-03-03;YAN;37215;35292;401
2021-03-02;YAN;37178;35238;400
2021-03-01;YAN;37142;35178;399
2021-03-31;SAM;55731;52443;1098
2021-03-30;SAM;55534;52249;1088
2021-03-29;SAM;55336;52053;1078
2021-03-28;SAM;55136;51869;1071
2021-03-27;SAM;54937;51662;1065
2021-03-26;SAM;54736;51441;1055
2021-03-25;SAM;54538;51224;1045
2021-03-24;SAM;54338;51011;1033
2021-03-23;SAM;54139;50794;1027
2021-03-22;SAM;53939;50569;1016
2021-03-21;SAM;53736;50327;1016
2021-03-20;SAM;53531;50082;1016
2021-03-19;SAM;53320;49832;1016
2021-03-18;SAM;53106;49585;1007
