date;code;sick;healed;died
2021-03-17;SAM;52887;49347;1003
2021-03-16;SAM;52664;49105;997
2021-03-15;SAM;52437;48866;987
2021-03-14;SAM;52202;48638;985
2021-03-13;SAM;51962;48389;982
2021-03-12;SAM;51716;48126;972
2021-03-11;SAM;51464;47866;958
2021-03-10;SAM;51214;47601;952
2021-03-09;SAM;50960;47331;937
2021-03-08;SAM;50700;47037;937
2021-03-07;SAM;50437;46754;935
2021-03-06;SAM;50169;46466;935
2021-03-05;SAM;49899;46174;934
2021-03-04;SAM;49626;45873;928
2021-03-03;SAM;49355;45576;915
2021-03-02;SAM;49082;45284;912
2021-03-01;SAM;48807;45001;911
2021-03-31;OMS;43776;40523;1316
2021-03-30;OMS;43683;40427;1313
2021-03-29;OMS;43584;40333;1309
2021-03-28;OMS;43482;40249;1307
2021-03-27;OMS;43395;40148;1304
2021-03-26;OMS;43318;40044;1299
2021-03-25;OMS;43262;39933;1293
2021-03-24;OMS;43169;39827;1293
2021-03-23;OMS;43060;39731;1289
2021-03-22;OMS;42963;39639;1284
2021-03-21;OMS;42868;39558;1284
2021-03-20;OMS;42772;39473;1284
2021-03-19;OMS;42673;39385;1284
2021-03-18;OMS;42569;39301;1280
2021-03-17;OMS;42467;39223;1277
2021-03-16;OMS;42362;39142;1274
2021-03-15;OMS;42278;39065;1270
2021-03-14;OMS;42193;38993;1267
2021-03-13;OMS;42106;38912;1263
2021-03-12;OMS;42017;38821;1258
2021-03-11;OMS;41935;38732;1255
2021-03-10;OMS;41855;38638;1251
2021-03-09;OMS;41785;38546;1246
2021-03-08;OMS;41701;38428;1243
2021-03-07;OMS;41613;38317;1239
2021-03-06;OMS;41519;38202;1236
2021-03-05;OMS;41422;38083;1232
2021-03-04;OMS;41331;37960;1227
2021-03-03;OMS;41244;37839;1225
2021-03-02;OMS;41143;37720;1223
2021-03-01;OMS;41044;37605;1222
2021-03-31;KO;41616;40420;805
2021-03-30;KO;41546;40358;803
2021-03-29;KO;41482;40296;801
2021-03-28;KO;41417;40240;799
2021-03-27;KO;41350;40181;797
2021-03-26;KO;41287;40121;795
2021-03-25;KO;41223;40054;793
2021-03-24;KO;41153;39989;791
2021-03-23;KO;41085;39924;789
2021-03-22;KO;41018;39860;787
2021-03-21;KO;40953;39798;785
2021-03-20;KO;40886;39735;783
2021-03-19;KO;40815;39670;781
2021-03-18;KO;40745;39606;779
2021-03-17;KO;40677;39544;777
2021-03-16;KO;40610;39480;775
2021-03-15;KO;40544;39418;773
2021-03-14;KO;40480;39358;771
2021-03-13;KO;40417;39290;769
2021-03-12;KO;40352;39220;767
2021-03-11;KO;40285;39148;764
2021-03-10;KO;40215;39072;762
2021-03-09;KO;40140;38995;761
2021-03-08;KO;40067;38916;760
2021-03-07;KO;39990;38838;759
2021-03-06;KO;39914;38759;759
2021-03-05;KO;39837;38682;758
2021-03-04;KO;39758;38604;756
2021-03-03;KO;39676;38523;755
2021-03-02;KO;39596;38442;753
2021-03-01;KO;39515;38363;753
2021-03-31;PER;51249;45575;1956
2021-03-30;PER;51131;45385;1949
2021-03-29;PER;51013;45188;1941
2021-03-28;PER;50893;45061;1932
2021-03-27;PER;50774;44931;1930
2021-03-26;PER;50653;44768;1918
2021-03-25;PER;50533;44625;1910
2021-03-24;PER;50412;44490;1908
2021-03-23;PER;50286;44342;1904
2021-03-22;PER;50161;44179;1896
2021-03-21;PER;50035;44081;1890
2021-03-20;PER;49906;43930;1881
2021-03-19;PER;49775;43633;1869
2021-03-18;PER;49643;43388;1858
2021-03-17;PER;49509;43100;1849
2021-03-16;PER;49373;42807;1840
2021-03-15;PER;49237;42518;1831
2021-03-14;PER;49098;42339;1827
2021-03-13;PER;48957;42084;1822
2021-03-12;PER;48814;41777;1818
2021-03-11;PER;48669;41503;1814
2021-03-10;PER;48519;41234;1808
2021-03-09;PER;48366;40977;1796
2021-03-08;PER;48215;40829;1792
2021-03-07;PER;48059;40677;1783
2021-03-06;PER;47900;40476;1775
2021-03-05;PER;47735;40169;1769
2021-03-04;PER;47566;39918;1763
2021-03-03;PER;47392;39671;1752
2021-03-02;PER;47215;39408;1746
2021-03-01;PER;47031;39186;1740
2021-03-31;PRI;42358;38697;678
2021-03-30;PRI;42303;38499;677
2021-03-29;PRI;42250;38294;675
2021-03-28;PRI;42198;38257;673
2021-03-27;PRI;42144;38240;671
2021-03-26;PRI;42088;38061;670
2021-03-25;PRI;42033;37920;669
2021-03-24;PRI;41976;37762;668
2021-03-23;PRI;41922;37613;667
2021-03-22;PRI;41866;37445;665
2021-03-21;PRI;41808;37431;664
2021-03-20;PRI;41753;37348;663
2021-03-19;PRI;41696;37208;661
2021-03-18;PRI;41637;37061;659
2021-03-17;PRI;41579;36907;658
2021-03-16;PRI;41519;36775;656
2021-03-15;PRI;41462;36658;655
2021-03-14;PRI;41401;36658;653
2021-03-13;PRI;41342;36596;653
2021-03-12;PRI;41280;36478;652
2021-03-11;PRI;41215;36383;650
2021-03-10;PRI;41148;36268;648
2021-03-09;PRI;41078;36199;648
2021-03-08;PRI;41005;36199;645
2021-03-07;PRI;40927;36135;643
2021-03-06;PRI;40852;36060;641
2021-03-05;PRI;40773;35963;640
2021-03-04;PRI;40692;35874;638
2021-03-03;PRI;40610;35759;636
2021-03-02;PRI;40530;35453;634
2021-03-01;PRI;40447;35155;631
2021-03-31;ORE;40013;36637;733
2021-03-30;ORE;39929;36582;730
2021-03-29;ORE;39849;36520;725
2021-03-28;ORE;39767;36469;723
2021-03-27;ORE;39684;36412;722
2021-03-26;ORE;39600;36358;720
2021-03-25;ORE;39518;36299;716
2021-03-24;ORE;39440;36248;712
2021-03-23;ORE;39359;36196;707
2021-03-22;ORE;39280;36142;705
2021-03-21;ORE;39198;36085;702
2021-03-20;ORE;39118;36024;696
2021-03-19;ORE;39038;35971;691
2021-03-18;ORE;38962;35913;685
2021-03-17;ORE;38884;35857;681
2021-03-16;ORE;38808;35806;676
2021-03-15;ORE;38729;35749;673
2021-03-14;ORE;38649;35693;669
2021-03-13;ORE;38575;35644;665
2021-03-12;ORE;38503;35586;660
2021-03-11;ORE;38428;35532;654
2021-03-10;ORE;38355;35480;650
2021-03-09;ORE;38285;35421;644
2021-03-08;ORE;38210;35368;643
2021-03-07;ORE;38131;35310;639
2021-03-06;ORE;38054;35259;634
2021-03-05;ORE;37979;35203;629
2021-03-04;ORE;37903;35151;623
2021-03-03;ORE;37829;35092;620
2021-03-02;ORE;37754;34966;615
2021-03-01;ORE;37674;34843;609
2021-03-31;NVS;38774;35949;1625
2021-03-30;NVS;38694;35821;1619
2021-03-29;NVS;38609;35707;1614
2021-03-28;NVS;38522;35666;1608
2021-03-27;NVS;38437;35613;1603
2021-03-26;NVS;38343;35474;1598
2021-03-25;NVS;38242;35355;1592
2021-03-24;NVS;38149;35219;1585
2021-03-23;NVS;38062;35082;1580
2021-03-22;NVS;37969;34936;1574
2021-03-21;NVS;37878;34869;1569
2021-03-20;NVS;37782;34818;1564
2021-03-19;NVS;37678;34662;1558
2021-03-18;NVS;37581;34535;1553
2021-03-17;NVS;37491;34403;1547
2021-03-16;NVS;37399;34284;1542
2021-03-15;NVS;37298;34174;1536
2021-03-14;NVS;37203;34099;1531
2021-03-13;NVS;37105;34015;1525
2021-03-12;NVS;37002;33898;1521
2021-03-11;NVS;36902;33790;1516
2021-03-10;NVS;36805;33686;1510
2021-03-09;NVS;36703;33590;1503
2021-03-08;NVS;36599;33553;1495
2021-03-07;NVS;36499;33501;1489
2021-03-06;NVS;36397;33453;1482
2021-03-05;NVS;36288;33329;1475
2021-03-04;NVS;36182;33214;1467
2021-03-03;NVS;36082;33107;1461
2021-03-02;NVS;35975;32995;1452
2021-03-01;NVS;35860;32885;1444
2021-03-31;KDA;42369;37232;2322
2021-03-30;KDA;42262;37134;2310
2021-03-29;KDA;42153;37006;2299
2021-03-28;KDA;42042;36887;2288
2021-03-27;KDA;41929;36758;2277
2021-03-26;KDA;41815;36673;2266
2021-03-25;KDA;41699;36579;2255
2021-03-24;KDA;41580;36477;2244
2021-03-23;KDA;41462;36297;2233
2021-03-22;KDA;41343;36183;2221
2021-03-21;KDA;41219;36069;2208
2021-03-20;KDA;41096;35943;2195
2021-03-19;KDA;40971;35849;2183
2021-03-18;KDA;40847;35674;2171
2021-03-17;KDA;40721;35561;2159
2021-03-16;KDA;40597;35414;2147
2021-03-15;KDA;40472;35308;2134
2021-03-14;KDA;40349;35193;2121
2021-03-13;KDA;40223;35055;2108
2021-03-12;KDA;40096;34922;2095
2021-03-11;KDA;39966;34831;2082
2021-03-10;KDA;39837;34749;2069
2021-03-09;KDA;39707;34618;2056
2021-03-08;KDA;39570;34506;2042
2021-03-07;KDA;39433;34388;2028
2021-03-06;KDA;39295;34267;2014
2021-03-05;KDA;39155;34115;2000
2021-03-04;KDA;39013;33910;1987
2021-03-03;KDA;38868;33682;1973
2021-03-02;KDA;38722;33461;1958
2021-03-01;KDA;38582;33232;1944
2021-03-31;ZAB;41050;39556;590
2021-03-30;ZAB;40996;39465;590
2021-03-29;ZAB;40940;39406;589
2021-03-28;ZAB;40883;39390;588
2021-03-27;ZAB;40828;39320;588
2021-03-26;ZAB;40771;39251;588
2021-03-25;ZAB;40715;39192;587
2021-03-24;ZAB;40657;39124;586
2021-03-23;ZAB;40596;39059;585
2021-03-22;ZAB;40532;38992;583
2021-03-21;ZAB;40463;38973;582
2021-03-20;ZAB;40393;38918;580
2021-03-19;ZAB;40321;38818;578
2021-03-18;ZAB;40250;38707;576
2021-03-17;ZAB;40177;38623;574
2021-03-16;ZAB;40101;38514;571
2021-03-15;ZAB;40022;38397;569
2021-03-14;ZAB;39938;38279;566
2021-03-13;ZAB;39851;38238;564
2021-03-12;ZAB;39759;38129;562
2021-03-11;ZAB;39670;38021;558
2021-03-10;ZAB;39587;37921;555
2021-03-09;ZAB;39497;37796;553
2021-03-08;ZAB;39406;37742;550
2021-03-07;ZAB;39311;37682;547
2021-03-06;ZAB;39218;37607;544
2021-03-05;ZAB;39121;37480;541
2021-03-04;ZAB;39022;37369;539
2021-03-03;ZAB;38927;37239;537
2021-03-02;ZAB;38828;37127;534
2021-03-01;ZAB;38726;37021;532
2021-03-31;SA;33565;32445;550
2021-03-30;SA;33538;32407;549
2021-03-29;SA;33513;32383;547
2021-03-28;SA;33487;32357;545
2021-03-27;SA;33462;32335;544
2021-03-26;SA;33436;32319;542
2021-03-25;SA;33411;32277;542
2021-03-24;SA;33384;32188;542
2021-03-23;SA;33356;32155;540
2021-03-22;SA;33326;32126;539
2021-03-21;SA;33295;32112;539
2021-03-20;SA;33265;32060;539
2021-03-19;SA;33237;32029;539
2021-03-18;SA;33210;31975;539
2021-03-17;SA;33182;31969;539
2021-03-16;SA;33152;31907;538
2021-03-15;SA;33121;31857;537
2021-03-14;SA;33091;31773;536
2021-03-13;SA;33054;31773;535
2021-03-12;SA;33012;31676;533
2021-03-11;SA;32973;31593;530
2021-03-10;SA;32936;31541;528
2021-03-09;SA;32900;31522;526
2021-03-08;SA;32863;31501;524
2021-03-07;SA;32825;31473;522
2021-03-06;SA;32786;31400;521
2021-03-05;SA;32748;31363;518
2021-03-04;SA;32709;31308;517
2021-03-03;SA;32669;31263;517
2021-03-02;SA;32628;31178;516
2021-03-01;SA;32589;31167;514
2021-03-31;KEM;33258;32372;612
2021-03-30;KEM;33205;32317;610
2021-03-29;KEM;33155;32263;610
2021-03-28;KEM;33106;32222;607
2021-03-27;KEM;33060;32177;606
2021-03-26;KEM;33011;32134;604
2021-03-25;KEM;32964;32090;603
2021-03-24;KEM;32916;32044;601
2021-03-23;KEM;32869;32001;600
2021-03-22;KEM;32823;31956;597
2021-03-21;KEM;32780;31909;595
2021-03-20;KEM;32736;31865;592
2021-03-19;KEM;32691;31819;592
2021-03-18;KEM;32644;31770;591
2021-03-17;KEM;32596;31718;589
2021-03-16;KEM;32546;31663;586
2021-03-15;KEM;32491;31614;583
2021-03-14;KEM;32434;31561;580
2021-03-13;KEM;32375;31507;578
2021-03-12;KEM;32321;31450;576
2021-03-11;KEM;32266;31397;574
2021-03-10;KEM;32213;31349;571
2021-03-09;KEM;32163;31298;568
2021-03-08;KEM;32109;31245;566
2021-03-07;KEM;32053;31196;564
2021-03-06;KEM;31995;31151;562
2021-03-05;KEM;31939;31103;560
2021-03-04;KEM;31886;31054;559
2021-03-03;KEM;31832;31003;559
2021-03-02;KEM;31778;30950;558
2021-03-01;KEM;31723;30867;558
2021-03-31;KR;43859;41342;388
2021-03-30;KR;43772;41186;385
2021-03-29;KR;43683;41015;382
2021-03-28;KR;43594;40882;380
2021-03-27;KR;43505;40724;377
2021-03-26;KR;43419;40570;374
2021-03-25;KR;43334;40370;371
2021-03-24;KR;43251;40220;369
2021-03-23;KR;43165;40067;366
2021-03-22;KR;43078;39920;363
2021-03-21;KR;42989;39770;361
2021-03-20;KR;42904;39610;358
2021-03-19;KR;42800;39429;355
2021-03-18;KR;42695;39258;353
2021-03-17;KR;42592;39089;350
2021-03-16;KR;42490;38932;347
2021-03-15;KR;42386;38771;345
2021-03-14;KR;42280;38582;342
2021-03-13;KR;42173;38458;340
2021-03-12;KR;42064;38313;337
2021-03-11;KR;41956;38192;334
2021-03-10;KR;41853;38078;331
2021-03-09;KR;41748;38003;327
2021-03-08;KR;41641;37820;327
2021-03-07;KR;41536;37640;325
2021-03-06;KR;41430;37528;322
2021-03-05;KR;41324;37421;319
2021-03-04;KR;41222;37306;316
2021-03-03;KR;41118;37145;314
2021-03-02;KR;41021;36987;311
2021-03-01;KR;40928;36852;308
2021-03-31;PNZ;42019;38783;530
2021-03-30;PNZ;41919;38651;526
2021-03-29;PNZ;41818;38540;522
2021-03-28;PNZ;41712;38407;519
2021-03-27;PNZ;41610;38280;516
2021-03-26;PNZ;41505;38131;512
2021-03-25;PNZ;41402;37975;509
2021-03-24;PNZ;41295;37791;505
2021-03-23;PNZ;41189;37638;502
2021-03-22;PNZ;41081;37466;498
2021-03-21;PNZ;40971;37336;496
2021-03-20;PNZ;40864;37188;492
2021-03-19;PNZ;40755;37035;489
2021-03-18;PNZ;40644;36911;485
2021-03-17;PNZ;40531;36792;482
2021-03-16;PNZ;40415;36659;478
2021-03-15;PNZ;40300;36512;474
2021-03-14;PNZ;40183;36390;471
2021-03-13;PNZ;40063;36276;469
2021-03-12;PNZ;39945;36150;465
2021-03-11;PNZ;39825;36003;462
2021-03-10;PNZ;39704;35866;460
2021-03-09;PNZ;39581;35755;456
2021-03-08;PNZ;39453;35653;456
2021-03-07;PNZ;39323;35556;456
2021-03-06;PNZ;39185;35455;455
2021-03-05;PNZ;39043;35361;452
2021-03-04;PNZ;38903;35224;449
2021-03-03;PNZ;38759;35010;446
2021-03-02;PNZ;38611;34799;443
2021-03-01;PNZ;38459;34592;440
2021-03-31;BU;36006;34392;785
2021-03-30;BU;35953;34300;782
2021-03-29;BU;35897;34236;779
2021-03-28;BU;35838;34223;777
2021-03-27;BU;35780;34163;775
2021-03-26;BU;35725;34046;772
2021-03-25;BU;35670;33935;770
2021-03-24;BU;35613;33844;767
2021-03-23;BU;35550;33699;763
2021-03-22;BU;35485;33639;761
2021-03-21;BU;35419;33626;757
2021-03-20;BU;35354;33556;756
2021-03-19;BU;35291;33449;752
2021-03-18;BU;35219;33348;750
2021-03-17;BU;35149;33240;746
2021-03-16;BU;35079;33149;743
2021-03-15;BU;35008;33096;741
2021-03-14;BU;34936;33072;739
2021-03-13;BU;34862;32954;737
2021-03-12;BU;34789;32819;736
2021-03-11;BU;34718;32678;734
2021-03-10;BU;34631;32470;732
2021-03-09;BU;34539;32352;730
2021-03-08;BU;34442;32329;728
2021-03-07;BU;34340;32293;727
2021-03-06;BU;34236;32194;725
2021-03-05;BU;34133;32036;723
2021-03-04;BU;34037;31904;721
2021-03-03;BU;33939;31757;719
2021-03-02;BU;33839;31587;717
2021-03-01;BU;33735;31494;715
2021-03-31;KIR;39754;36120;324
2021-03-30;KIR;39664;36015;323
2021-03-29;KIR;39573;35914;322
2021-03-28;KIR;39479;35817;321
2021-03-27;KIR;39386;35695;320
2021-03-26;KIR;39294;35570;319
2021-03-25;KIR;39201;35447;318
2021-03-24;KIR;39103;35327;317
2021-03-23;KIR;39011;35199;316
2021-03-22;KIR;38918;35060;315
2021-03-21;KIR;38826;34916;315
2021-03-20;KIR;38725;34769;315
2021-03-19;KIR;38623;34617;315
2021-03-18;KIR;38520;34469;313
2021-03-17;KIR;38420;34327;312
2021-03-16;KIR;38322;34183;311
2021-03-15;KIR;38222;34043;309
2021-03-14;KIR;38121;33911;308
2021-03-13;KIR;38017;33764;307
2021-03-12;KIR;37911;33603;306
2021-03-11;KIR;37806;33445;305
2021-03-10;KIR;37699;33281;304
2021-03-09;KIR;37589;33108;303
2021-03-08;KIR;37474;32899;301
2021-03-07;KIR;37355;32698;300
2021-03-06;KIR;37235;32492;299
2021-03-05;KIR;37114;32273;298
2021-03-04;KIR;36992;32048;298
2021-03-03;KIR;36870;31840;297
2021-03-02;KIR;36746;31653;295
2021-03-01;KIR;36620;31497;294
2021-03-31;TOM;31387;30294;356
2021-03-30;TOM;31356;30270;356
2021-03-29;TOM;31328;30232;352
2021-03-28;TOM;31304;30191;352
2021-03-27;TOM;31279;30155;349
2021-03-26;TOM;31253;30114;349
2021-03-25;TOM;31224;30068;344
2021-03-24;TOM;31193;30031;344
2021-03-23;TOM;31158;29980;344
2021-03-22;TOM;31128;29938;338
2021-03-21;TOM;31100;29885;338
2021-03-20;TOM;31069;29822;338
2021-03-19;TOM;31030;29746;338
2021-03-18;TOM;30982;29679;334
2021-03-17;TOM;30935;29606;334
2021-03-16;TOM;30892;29522;334
2021-03-15;TOM;30859;29427;334
2021-03-14;TOM;30823;29360;329
2021-03-13;TOM;30785;29281;329
2021-03-12;TOM;30743;29190;329
2021-03-11;TOM;30704;29099;329
2021-03-10;TOM;30661;29013;329
2021-03-09;TOM;30620;28930;326
2021-03-08;TOM;30588;28856;326
2021-03-07;TOM;30552;28765;326
2021-03-06;TOM;30517;28679;326
2021-03-05;TOM;30480;28588;321
2021-03-04;TOM;30441;28490;321
2021-03-03;TOM;30400;28395;321
2021-03-02;TOM;30357;28321;319
2021-03-01;TOM;30310;28234;319
2021-03-31;CR;37633;35253;1069
2021-03-30;CR;37558;35078;1064
2021-03-29;CR;37489;34988;1059
2021-03-28;CR;37416;34982;1057
2021-03-27;CR;37348;34959;1053
2021-03-26;CR;37283;34859;1049
2021-03-25;CR;37223;34797;1045
2021-03-24;CR;37166;34692;1040
2021-03-23;CR;37110;34359;1035
2021-03-22;CR;37056;34031;1030
2021-03-21;CR;37000;34025;1026
2021-03-20;CR;36947;33986;1023
2021-03-19;CR;36895;33837;1019
2021-03-18;CR;36841;33813;1016
2021-03-17;CR;36785;33707;1010
2021-03-16;CR;36730;33646;1005
2021-03-15;CR;36676;33570;1001
2021-03-14;CR;36619;33564;999
2021-03-13;CR;36557;33509;995
2021-03-12;CR;36494;33295;990
2021-03-11;CR;36432;33082;984
2021-03-10;CR;36367;32847;979
2021-03-09;CR;36307;32590;974
2021-03-08;CR;36249;32579;970
2021-03-07;CR;36188;32573;965
2021-03-06;CR;36122;32547;961
2021-03-05;CR;36057;32442;955
2021-03-04;CR;35989;32323;949
2021-03-03;CR;35922;32177;945
2021-03-02;CR;35857;31978;939
2021-03-01;CR;35790;31839;934
2021-03-31;DA;31050;28719;1410
2021-03-30;DA;31005;28672;1405
2021-03-29;DA;30958;28631;1399
2021-03-28;DA;30911;28586;1397
2021-03-27;DA;30863;28542;1396
2021-03-26;DA;30817;28502;1395
2021-03-25;DA;30771;28464;1389
2021-03-24;DA;30727;28434;1387
2021-03-23;DA;30684;28401;1383
2021-03-22;DA;30642;28370;1380
2021-03-21;DA;30602;28337;1380
2021-03-20;DA;30562;28302;1379
2021-03-19;DA;30524;28263;1375
2021-03-18;DA;30486;28227;1372
2021-03-17;DA;30450;28194;1370
2021-03-16;DA;30414;28159;1370
2021-03-15;DA;30379;28112;1370
2021-03-14;DA;30341;28087;1369
2021-03-13;DA;30303;28055;1368
2021-03-12;DA;30264;28017;1365
2021-03-11;DA;30224;27978;1364
2021-03-10;DA;30185;27934;1361
2021-03-09;DA;30147;27894;1361
2021-03-08;DA;30109;27852;1360
2021-03-07;DA;30069;27814;1360
2021-03-06;DA;30029;27768;1358
2021-03-05;DA;29988;27729;1356
2021-03-04;DA;29945;27689;1356
2021-03-03;DA;29901;27647;1350
2021-03-02;DA;29861;27597;1345
2021-03-01;DA;29821;27549;1344
2021-03-31;TYU;33599;31669;386
2021-03-30;TYU;33542;31612;381
2021-03-29;TYU;33487;31554;374
2021-03-28;TYU;33426;31502;373
2021-03-27;TYU;33363;31438;369
2021-03-26;TYU;33300;31367;363
2021-03-25;TYU;33235;31298;358
2021-03-24;TYU;33167;31227;358
2021-03-23;TYU;33100;31160;353
2021-03-22;TYU;33031;31095;349
2021-03-21;TYU;32960;31036;349
2021-03-20;TYU;32886;30973;349
2021-03-19;TYU;32810;30906;349
2021-03-18;TYU;32734;30842;349
2021-03-17;TYU;32656;30780;344
2021-03-16;TYU;32577;30715;339
2021-03-15;TYU;32506;30652;334
2021-03-14;TYU;32431;30600;330
2021-03-13;TYU;32352;30532;324
2021-03-12;TYU;32274;30457;319
2021-03-11;TYU;32194;30383;313
2021-03-10;TYU;32116;30303;309
2021-03-09;TYU;32041;30224;305
2021-03-08;TYU;31965;30139;305
2021-03-07;TYU;31886;30058;305
2021-03-06;TYU;31806;29971;301
2021-03-05;TYU;31723;29881;299
2021-03-04;TYU;31641;29790;298
2021-03-03;TYU;31554;29701;296
2021-03-02;TYU;31468;29611;293
2021-03-01;TYU;31388;29523;289
2021-03-31;LEN;39866;37316;932
2021-03-30;LEN;39772;37227;927
2021-03-29;LEN;39676;37137;919
2021-03-28;LEN;39578;37063;912
2021-03-27;LEN;39476;36977;904
2021-03-26;LEN;39371;36880;896
2021-03-25;LEN;39267;36771;887
2021-03-24;LEN;39160;36659;881
2021-03-23;LEN;39039;36541;873
2021-03-22;LEN;38911;36418;867
2021-03-21;LEN;38786;36301;855
2021-03-20;LEN;38659;36180;845
2021-03-19;LEN;38532;36051;831
2021-03-18;LEN;38408;35930;817
2021-03-17;LEN;38282;35806;807
2021-03-16;LEN;38155;35683;796
2021-03-15;LEN;38030;35555;784
2021-03-14;LEN;37900;35381;771
2021-03-13;LEN;37769;35173;760
2021-03-12;LEN;37642;34937;747
2021-03-11;LEN;37520;34722;739
2021-03-10;LEN;37408;34449;729
2021-03-09;LEN;37278;34190;724
2021-03-08;LEN;37147;34069;711
2021-03-07;LEN;37014;33951;703
2021-03-06;LEN;36879;33736;695
2021-03-05;LEN;36733;33488;689
2021-03-04;LEN;36589;33214;675
2021-03-03;LEN;36444;32996;663
2021-03-02;LEN;36300;32770;657
2021-03-01;LEN;36151;32557;648
2021-03-31;BRY;35646;34786;284
2021-03-30;BRY;35556;34685;283
2021-03-29;BRY;35465;34586;283
2021-03-28;BRY;35370;34507;283
2021-03-27;BRY;35277;34426;283
2021-03-26;BRY;35180;34349;282
2021-03-25;BRY;35088;34278;282
2021-03-24;BRY;34995;34186;282
2021-03-23;BRY;34900;34109;280
2021-03-22;BRY;34807;34029;279
2021-03-21;BRY;34719;33953;279
2021-03-20;BRY;34630;33866;279
2021-03-19;BRY;34549;33782;279
2021-03-18;BRY;34466;33676;276
2021-03-17;BRY;34380;33601;273
2021-03-16;BRY;34299;33513;269
2021-03-15;BRY;34213;33424;268
2021-03-14;BRY;34126;33360;267
2021-03-13;BRY;34046;33260;267
2021-03-12;BRY;33964;33157;267
2021-03-11;BRY;33884;33056;266
2021-03-10;BRY;33799;32952;263
2021-03-09;BRY;33716;32874;263
2021-03-08;BRY;33631;32802;263
2021-03-07;BRY;33542;32696;263
2021-03-06;BRY;33455;32591;263
2021-03-05;BRY;33364;32496;262
2021-03-04;BRY;33274;32401;262
2021-03-03;BRY;33185;32313;260
2021-03-02;BRY;33092;32203;257
2021-03-01;BRY;32993;32145;257
2021-03-31;TUL;36235;33660;1545
2021-03-30;TUL;36146;33565;1535
2021-03-29;TUL;36058;33475;1524
2021-03-28;TUL;35970;33385;1516
2021-03-27;TUL;35883;33296;1507
2021-03-26;TUL;35793;33208;1499
2021-03-25;TUL;35699;33114;1488
2021-03-24;TUL;35603;33019;1481
2021-03-23;TUL;35508;32925;1474
2021-03-22;TUL;35409;32828;1467
2021-03-21;TUL;35308;32729;1457
2021-03-20;TUL;35210;32633;1448
2021-03-19;TUL;35113;32538;1439
2021-03-18;TUL;35012;32438;1431
2021-03-17;TUL;34908;32337;1420
2021-03-16;TUL;34806;32236;1410
2021-03-15;TUL;34706;32135;1400
2021-03-14;TUL;34600;32055;1392
2021-03-13;TUL;34496;31973;1382
